Date,Open,High,Low,Close,Adj Close,Volume
2014-10-29,99.849998,100.120003,99.099998,99.809998,94.232361,40552800
2014-10-30,99.360001,100.260002,99.139999,100.019997,94.430649,35935800
2014-10-31,101.680000,101.750000,101.070000,101.400002,95.733528,54254100
2014-11-03,101.580002,101.970001,101.430000,101.699997,96.016754,33481000
2014-11-04,101.379997,101.620003,100.669998,101.360001,95.695778,22773300
2014-11-05,102.029999,102.029999,101.019997,101.370003,95.705208,25818600
2014-11-06,101.360001,101.720001,100.919998,101.690002,96.007324,24671900
2014-11-07,101.870003,101.910004,101.070000,101.599998,95.922356,20931700
2014-11-10,101.650002,102.089996,101.379997,101.959999,96.262222,20360000
2014-11-11,101.980003,102.279999,101.699997,102.279999,96.564346,15454000
2014-11-12,101.870003,102.570000,101.870003,102.459999,96.734299,22050300
2014-11-13,102.650002,103.279999,102.419998,102.900002,97.149704,28027800
2014-11-14,102.870003,103.220001,102.529999,103.220001,97.451828,19251300
2014-11-17,102.980003,103.209999,102.419998,102.910004,97.159149,23361600
2014-11-18,103.000000,103.820000,102.989998,103.680000,97.886108,26336800
2014-11-19,103.570000,103.570000,102.730003,103.209999,97.442368,23760200
2014-11-20,102.769997,103.760002,102.690002,103.669998,97.876671,22874000
2014-11-21,104.589996,104.690002,103.540001,103.870003,98.065506,34049100
2014-11-24,104.150002,104.730003,104.059998,104.680000,98.830231,17928300
2014-11-25,104.839996,105.150002,104.570000,104.839996,98.981300,17526000
2014-11-26,104.940002,105.580002,104.830002,105.519997,99.623283,18973800
2014-11-28,105.800003,106.250000,105.730003,106.010002,100.085915,17360400
2014-12-01,105.720001,105.919998,104.419998,104.809998,98.952980,35969500
2014-12-02,104.919998,105.419998,104.699997,105.230003,99.349495,26031300
2014-12-03,105.389999,105.570000,104.760002,105.419998,99.528870,32974300
2014-12-04,105.320000,105.779999,104.930000,105.370003,99.481689,31008800
2014-12-05,105.540001,105.699997,105.150002,105.379997,99.491112,25622200
2014-12-08,105.110001,105.570000,104.080002,104.629997,98.783028,32685800
2014-12-09,103.410004,105.040001,103.040001,104.959999,99.094574,46035100
2014-12-10,104.769997,105.029999,103.120003,103.309998,97.536789,39330100
2014-12-11,103.610001,105.040001,103.589996,103.800003,97.999405,47576000
2014-12-12,102.809998,103.989998,102.660004,102.669998,96.932549,46889400
2014-12-15,103.199997,103.580002,101.320000,101.610001,95.931786,52968400
2014-12-16,100.970001,102.470001,99.959999,99.980003,94.392876,65348600
2014-12-17,100.050003,102.089996,99.919998,101.800003,96.111176,79715300
2014-12-18,103.260002,104.260002,102.980003,104.250000,98.424271,49840900
2014-12-19,103.970001,104.739998,103.709999,104.320000,98.857330,51419900
2014-12-22,104.150002,104.610001,104.099998,104.580002,99.103699,33869200
2014-12-23,104.959999,104.970001,104.089996,104.209999,98.753098,30156900
2014-12-24,104.339996,104.699997,104.269997,104.300003,98.838394,14291300
2014-12-26,104.599998,105.260002,104.570000,105.040001,99.539612,13924300
2014-12-29,104.940002,105.250000,104.879997,105.019997,99.520683,17073800
2014-12-30,104.720001,104.959999,104.180000,104.320000,98.857330,18604000
2014-12-31,104.500000,104.910004,103.099998,103.250000,97.843361,24367100
2015-01-02,103.760002,104.199997,102.440002,102.940002,97.549591,31314600
2015-01-05,102.489998,102.610001,101.139999,101.430000,96.118668,36521300
